Date,Country,Exchange rate
2001-12-06,India,47.9
2001-12-07,India,47.86
2001-12-10,India,47.87
2001-12-11,India,47.85
2001-12-12,India,47.84
2001-12-13,India,47.84
2001-12-14,India,47.86
2001-12-17,India,47.86
2001-12-18,India,47.86
2001-12-19,India,47.8
2001-12-20,India,47.83
2001-12-21,India,47.85
2001-12-24,India,47.95
2001-12-25,India,
2001-12-26,India,47.95
2001-12-27,India,48.21
2001-12-28,India,48.29
2001-12-31,India,48.27
2002-01-01,India,
2002-01-02,India,48.27
2002-01-03,India,48.28
2002-01-04,India,48.3
2002-01-07,India,48.28
2002-01-08,India,48.3
2002-01-09,India,48.32
2002-01-10,India,48.41
2002-01-11,India,48.44
2002-01-14,India,48.36
2002-01-15,India,48.31
2002-01-16,India,48.3
2002-01-17,India,48.31
2002-01-18,India,48.27
2002-01-21,India,
2002-01-22,India,48.3
2002-01-23,India,48.35
2002-01-24,India,48.35
2002-01-25,India,48.38
2002-01-28,India,48.37
2002-01-29,India,48.43
2002-01-30,India,48.53
2002-01-31,India,48.56
2002-02-01,India,48.55
2002-02-04,India,48.61
2002-02-05,India,48.69
2002-02-06,India,48.71
2002-02-07,India,48.72
2002-02-08,India,48.7
2002-02-11,India,48.75
2002-02-12,India,48.69
2002-02-13,India,48.9
2002-02-14,India,48.71
2002-02-15,India,48.71
2002-02-18,India,
2002-02-19,India,48.67
2002-02-20,India,48.64
2002-02-21,India,48.69
2002-02-22,India,48.79
2002-02-25,India,48.82
2002-02-26,India,48.75
2002-02-27,India,48.76
2002-02-28,India,48.76
2002-03-01,India,48.76
2002-03-04,India,48.72
2002-03-05,India,48.72
2002-03-06,India,48.71
2002-03-07,India,48.76
2002-03-08,India,48.76
2002-03-11,India,48.76
2002-03-12,India,48.76
2002-03-13,India,48.74
2002-03-14,India,48.77
2002-03-15,India,48.73
2002-03-18,India,48.74
2002-03-19,India,48.76
2002-03-20,India,48.76
2002-03-21,India,48.78
2002-03-22,India,48.8
2002-03-25,India,48.8
2002-03-26,India,48.78
2002-03-27,India,48.83
2002-03-28,India,48.83
2002-03-29,India,48.83
2002-04-01,India,48.83
2002-04-02,India,48.85
2002-04-03,India,48.91
2002-04-04,India,48.92
2002-04-05,India,48.86
2002-04-08,India,48.91
2002-04-09,India,48.92
2002-04-10,India,48.91
2002-04-11,India,48.93
2002-04-12,India,48.94
2002-04-15,India,48.96
2002-04-16,India,48.96
2002-04-17,India,48.96
2002-04-18,India,48.93
2002-04-19,India,48.92
2002-04-22,India,48.95
2002-04-23,India,49.01
2002-04-24,India,49.0
2002-04-25,India,49.0
2002-04-26,India,48.99
2002-04-29,India,49.01
2002-04-30,India,48.98
2002-05-01,India,48.98
2002-05-02,India,48.98
2002-05-03,India,49.0
2002-05-06,India,48.97
2002-05-07,India,48.99
2002-05-08,India,48.97
2002-05-09,India,48.99
2002-05-10,India,49.02
2002-05-13,India,49.03
2002-05-14,India,49.02
2002-05-15,India,49.04
2002-05-16,India,49.05
2002-05-17,India,49.04
2002-05-20,India,49.06
2002-05-21,India,49.01
2002-05-22,India,49.01
2002-05-23,India,49.07
2002-05-24,India,49.02
2002-05-27,India,
2002-05-28,India,49.02
2002-05-29,India,49.01
2002-05-30,India,49.03
2002-05-31,India,49.06
2002-06-03,India,49.07
2002-06-04,India,49.07
2002-06-05,India,49.05
2002-06-06,India,49.03
2002-06-07,India,49.05
2002-06-10,India,49.02
2002-06-11,India,49.0
2002-06-12,India,49.0
2002-06-13,India,49.04
2002-06-14,India,49.03
2002-06-17,India,49.02
2002-06-18,India,48.99
2002-06-19,India,48.94
2002-06-20,India,48.94
2002-06-21,India,48.95
2002-06-24,India,48.91
2002-06-25,India,48.93
2002-06-26,India,48.87
2002-06-27,India,48.86
2002-06-28,India,48.91
2002-07-01,India,48.86
2002-07-02,India,48.87
2002-07-03,India,48.83
2002-07-04,India,
2002-07-05,India,48.86
2002-07-08,India,48.84
2002-07-09,India,48.82
2002-07-10,India,48.82
2002-07-11,India,48.81
2002-07-12,India,48.8
2002-07-15,India,48.85
2002-07-16,India,48.83
2002-07-17,India,48.81
2002-07-18,India,48.82
2002-07-19,India,48.75
2002-07-22,India,48.73
2002-07-23,India,48.72
2002-07-24,India,48.7
2002-07-25,India,48.71
2002-07-26,India,48.71
2002-07-29,India,48.76
2002-07-30,India,48.74
2002-07-31,India,48.69
2002-08-01,India,48.68
2002-08-02,India,48.68
2002-08-05,India,48.67
2002-08-06,India,48.73
2002-08-07,India,48.7
2002-08-08,India,48.68
2002-08-09,India,48.67
2002-08-12,India,48.64
2002-08-13,India,48.62
2002-08-14,India,48.63
2002-08-15,India,48.63
2002-08-16,India,48.6
2002-08-19,India,48.61
2002-08-20,India,48.59
2002-08-21,India,48.56
2002-08-22,India,48.55
2002-08-23,India,48.55
2002-08-26,India,48.55
2002-08-27,India,48.53
2002-08-28,India,48.6
2002-08-29,India,48.54
2002-08-30,India,48.52
2002-09-02,India,
2002-09-03,India,48.5
2002-09-04,India,48.48
2002-09-05,India,48.5
2002-09-06,India,48.57
2002-09-09,India,48.52
2002-09-10,India,48.52
2002-09-11,India,48.48
2002-09-12,India,48.48
2002-09-13,India,48.47
2002-09-16,India,48.43
2002-09-17,India,48.45
2002-09-18,India,48.43
2002-09-19,India,48.44
2002-09-20,India,48.46
2002-09-23,India,48.44
2002-09-24,India,48.42
2002-09-25,India,48.43
2002-09-26,India,48.43
2002-09-27,India,48.4
2002-09-30,India,48.4
2002-10-01,India,48.39
2002-10-02,India,48.39
2002-10-03,India,48.38
2002-10-04,India,48.38
2002-10-07,India,48.35
2002-10-08,India,48.39
2002-10-09,India,48.34
2002-10-10,India,48.38
2002-10-11,India,48.36
2002-10-14,India,
2002-10-15,India,48.36
2002-10-16,India,48.41
2002-10-17,India,48.42
2002-10-18,India,48.44
2002-10-21,India,48.38
2002-10-22,India,48.39
2002-10-23,India,48.35
2002-10-24,India,48.42
2002-10-25,India,48.41
2002-10-28,India,48.45
2002-10-29,India,48.41
2002-10-30,India,48.35
2002-10-31,India,48.39
2002-11-01,India,48.36
2002-11-04,India,48.36
2002-11-05,India,48.35
2002-11-06,India,48.36
2002-11-07,India,48.34
2002-11-08,India,48.29
2002-11-11,India,
2002-11-12,India,48.3
2002-11-13,India,48.3
2002-11-14,India,48.29
2002-11-15,India,48.23
2002-11-18,India,48.23
2002-11-19,India,48.23
2002-11-20,India,48.25
2002-11-21,India,48.21
2002-11-22,India,48.22
2002-11-25,India,48.23
2002-11-26,India,48.24
2002-11-27,India,48.27
2002-11-28,India,
2002-11-29,India,48.36
2002-12-02,India,48.32
2002-12-03,India,48.28
2002-12-04,India,48.23
2002-12-05,India,48.27
2002-12-06,India,48.24
2002-12-09,India,48.24
2002-12-10,India,48.24
2002-12-11,India,48.18
2002-12-12,India,48.22
2002-12-13,India,48.2
2002-12-16,India,48.18
2002-12-17,India,48.16
2002-12-18,India,48.15
2002-12-19,India,48.11
2002-12-20,India,48.03
2002-12-23,India,48.03
2002-12-24,India,48.04
2002-12-25,India,
2002-12-26,India,48.05
2002-12-27,India,48.01
2002-12-30,India,47.96
2002-12-31,India,48.0
2003-01-01,India,
2003-01-02,India,48.05
2003-01-03,India,48.03
2003-01-06,India,48.01
2003-01-07,India,48.0
2003-01-08,India,48.0
2003-01-09,India,47.96
2003-01-10,India,48.0
2003-01-13,India,47.96
2003-01-14,India,47.95
2003-01-15,India,47.97
2003-01-16,India,47.96
2003-01-17,India,47.96
2003-01-20,India,
2003-01-21,India,47.97
2003-01-22,India,47.93
2003-01-23,India,47.92
2003-01-24,India,47.9
2003-01-27,India,48.1
2003-01-28,India,47.92
2003-01-29,India,47.83
2003-01-30,India,47.85
2003-01-31,India,47.83
2003-02-03,India,47.8
2003-02-04,India,47.82
2003-02-05,India,47.77
2003-02-06,India,47.8
2003-02-07,India,47.72
2003-02-10,India,47.69
2003-02-11,India,47.7
2003-02-12,India,47.89
2003-02-13,India,47.87
2003-02-14,India,47.92
2003-02-17,India,
2003-02-18,India,47.75
2003-02-19,India,47.7
2003-02-20,India,47.65
2003-02-21,India,47.65
2003-02-24,India,47.74
2003-02-25,India,47.74
2003-02-26,India,47.67
2003-02-27,India,47.66
2003-02-28,India,47.66
2003-03-03,India,47.7
2003-03-04,India,47.85
2003-03-05,India,47.8
2003-03-06,India,47.63
2003-03-07,India,47.8
2003-03-10,India,47.7
2003-03-11,India,47.64
2003-03-12,India,47.65
2003-03-13,India,47.66
2003-03-14,India,47.66
2003-03-17,India,47.68
2003-03-18,India,47.68
2003-03-19,India,47.72
2003-03-20,India,47.75
2003-03-21,India,47.66
2003-03-24,India,47.68
2003-03-25,India,47.64
2003-03-26,India,47.64
2003-03-27,India,47.59
2003-03-28,India,47.55
2003-03-31,India,47.53
2003-04-01,India,47.45
2003-04-02,India,47.4
2003-04-03,India,47.43
2003-04-04,India,47.44
2003-04-07,India,47.44
2003-04-08,India,47.46
2003-04-09,India,47.45
2003-04-10,India,47.4
2003-04-11,India,47.38
2003-04-14,India,47.44
2003-04-15,India,47.36
2003-04-16,India,47.38
2003-04-17,India,47.34
2003-04-18,India,47.34
2003-04-21,India,47.38
2003-04-22,India,47.34
2003-04-23,India,47.35
2003-04-24,India,47.36
2003-04-25,India,47.37
2003-04-28,India,47.35
2003-04-29,India,47.37
2003-04-30,India,47.37
2003-05-01,India,47.35
2003-05-02,India,47.35
2003-05-05,India,47.3
2003-05-06,India,47.28
2003-05-07,India,47.28
2003-05-08,India,47.25
2003-05-09,India,47.2
2003-05-12,India,47.18
2003-05-13,India,47.15
2003-05-14,India,47.15
2003-05-15,India,47.13
2003-05-16,India,47.12
2003-05-19,India,46.99
2003-05-20,India,46.95
2003-05-21,India,46.9
2003-05-22,India,46.91
2003-05-23,India,46.87
2003-05-26,India,
2003-05-27,India,46.85
2003-05-28,India,46.98
2003-05-29,India,47.05
2003-05-30,India,47.07
2003-06-02,India,47.15
2003-06-03,India,46.95
2003-06-04,India,46.85
2003-06-05,India,46.84
2003-06-06,India,46.88
2003-06-09,India,46.87
2003-06-10,India,46.79
2003-06-11,India,46.7
2003-06-12,India,46.73
2003-06-13,India,46.7
2003-06-16,India,46.66
2003-06-17,India,46.59
2003-06-18,India,46.62
2003-06-19,India,46.61
2003-06-20,India,46.57
2003-06-23,India,46.66
2003-06-24,India,46.57
2003-06-25,India,46.58
2003-06-26,India,46.57
2003-06-27,India,46.4
2003-06-30,India,46.4
2003-07-01,India,46.49
2003-07-02,India,46.36
2003-07-03,India,46.4
2003-07-04,India,
2003-07-07,India,46.34
2003-07-08,India,46.3
2003-07-09,India,46.24
2003-07-10,India,46.21
2003-07-11,India,46.1
2003-07-14,India,46.06
2003-07-15,India,46.13
2003-07-16,India,46.23
2003-07-17,India,46.23
2003-07-18,India,46.29
2003-07-21,India,46.27
2003-07-22,India,46.15
2003-07-23,India,46.16
2003-07-24,India,46.15
2003-07-25,India,46.15
2003-07-28,India,46.15
2003-07-29,India,46.13
2003-07-30,India,46.15
2003-07-31,India,46.15
2003-08-01,India,46.18
2003-08-04,India,46.15
2003-08-05,India,46.14
2003-08-06,India,46.05
2003-08-07,India,45.98
2003-08-08,India,46.01
2003-08-11,India,45.99
2003-08-12,India,45.89
2003-08-13,India,45.95
2003-08-14,India,46.0
2003-08-15,India,46.0
2003-08-18,India,45.9
2003-08-19,India,45.85
2003-08-20,India,45.88
2003-08-21,India,45.8
2003-08-22,India,45.88
2003-08-25,India,45.9
2003-08-26,India,45.88
2003-08-27,India,45.88
2003-08-28,India,45.88
2003-08-29,India,45.88
2003-09-01,India,
2003-09-02,India,45.88
2003-09-03,India,45.9
2003-09-04,India,45.8
2003-09-05,India,45.88
2003-09-08,India,45.85
2003-09-09,India,45.8
2003-09-10,India,45.82
2003-09-11,India,45.72
2003-09-12,India,45.8
2003-09-15,India,45.8
2003-09-16,India,45.9
2003-09-17,India,45.95
2003-09-18,India,46.0
2003-09-19,India,45.98
2003-09-22,India,45.77
2003-09-23,India,45.77
2003-09-24,India,45.88
2003-09-25,India,45.88
2003-09-26,India,45.77
2003-09-29,India,45.85
2003-09-30,India,45.78
2003-10-01,India,45.7
2003-10-02,India,45.43
2003-10-03,India,45.33
2003-10-06,India,45.49
2003-10-07,India,45.33
2003-10-08,India,45.43
2003-10-09,India,45.29
2003-10-10,India,45.42
2003-10-13,India,
2003-10-14,India,45.66
2003-10-15,India,45.7
2003-10-16,India,45.33
2003-10-17,India,45.33
2003-10-20,India,45.36
2003-10-21,India,45.33
2003-10-22,India,45.35
2003-10-23,India,45.33
2003-10-24,India,45.32
2003-10-27,India,45.4
2003-10-28,India,45.31
2003-10-29,India,45.36
2003-10-30,India,45.35
2003-10-31,India,45.33
2003-11-03,India,45.32
2003-11-04,India,45.31
2003-11-05,India,45.34
2003-11-06,India,45.3
2003-11-07,India,45.33
2003-11-10,India,45.33
2003-11-11,India,
2003-11-12,India,45.36
2003-11-13,India,45.39
2003-11-14,India,45.44
2003-11-17,India,45.55
2003-11-18,India,45.62
2003-11-19,India,45.63
2003-11-20,India,45.78
2003-11-21,India,45.75
2003-11-24,India,45.88
2003-11-25,India,45.95
2003-11-26,India,45.88
2003-11-27,India,
2003-11-28,India,45.82
2003-12-01,India,45.77
2003-12-02,India,45.7
2003-12-03,India,45.63
2003-12-04,India,45.66
2003-12-05,India,45.66
2003-12-08,India,45.55
2003-12-09,India,45.55
2003-12-10,India,45.55
2003-12-11,India,45.55
2003-12-12,India,45.55
2003-12-15,India,45.55
2003-12-16,India,45.5
2003-12-17,India,45.55
2003-12-18,India,45.5
2003-12-19,India,45.54
2003-12-22,India,45.52
2003-12-23,India,45.52
2003-12-24,India,45.5
2003-12-25,India,
2003-12-26,India,45.5
2003-12-29,India,45.66
2003-12-30,India,45.57
2003-12-31,India,45.55
2004-01-01,India,
2004-01-02,India,45.68
2004-01-05,India,45.6
2004-01-06,India,45.66
2004-01-07,India,45.53
2004-01-08,India,45.55
2004-01-09,India,45.48
2004-01-12,India,45.44
2004-01-13,India,45.44
2004-01-14,India,45.42
2004-01-15,India,45.44
2004-01-16,India,45.45
2004-01-19,India,
2004-01-20,India,45.43
2004-01-21,India,45.43
2004-01-22,India,45.43
2004-01-23,India,45.43
2004-01-26,India,45.36
2004-01-27,India,45.38
2004-01-28,India,45.36
2004-01-29,India,45.29
2004-01-30,India,45.32
2004-02-02,India,45.3
2004-02-03,India,45.3
2004-02-04,India,45.3
2004-02-05,India,45.29
2004-02-06,India,45.3
2004-02-09,India,45.25
2004-02-10,India,45.22
2004-02-11,India,45.24
2004-02-12,India,45.23
2004-02-13,India,45.24
2004-02-16,India,
2004-02-17,India,45.28
2004-02-18,India,45.24
2004-02-19,India,45.28
2004-02-20,India,45.23
2004-02-23,India,45.32
2004-02-24,India,45.32
2004-02-25,India,45.25
2004-02-26,India,45.27
2004-02-27,India,45.32
2004-03-01,India,45.32
2004-03-02,India,45.25
2004-03-03,India,45.22
2004-03-04,India,45.32
2004-03-05,India,45.32
2004-03-08,India,45.26
2004-03-09,India,45.23
2004-03-10,India,45.25
2004-03-11,India,45.28
2004-03-12,India,45.22
2004-03-15,India,45.25
2004-03-16,India,45.22
2004-03-17,India,45.27
2004-03-18,India,45.25
2004-03-19,India,45.2
2004-03-22,India,45.145
2004-03-23,India,44.85
2004-03-24,India,44.8
2004-03-25,India,44.73
2004-03-26,India,44.44
2004-03-29,India,44.0
2004-03-30,India,44.07
2004-03-31,India,43.4
2004-04-01,India,43.4
2004-04-02,India,43.75
2004-04-05,India,43.67
2004-04-06,India,43.7
2004-04-07,India,43.55
2004-04-08,India,43.6
2004-04-09,India,43.45
2004-04-12,India,43.66
2004-04-13,India,43.75
2004-04-14,India,43.69
2004-04-15,India,44.0
2004-04-16,India,43.85
2004-04-19,India,43.88
2004-04-20,India,43.97
2004-04-21,India,44.1
2004-04-22,India,44.14
2004-04-23,India,44.0
2004-04-26,India,44.1
2004-04-27,India,44.23
2004-04-28,India,44.21
2004-04-29,India,44.4
2004-04-30,India,44.52
2004-05-03,India,44.88
2004-05-04,India,44.7
2004-05-05,India,44.55
2004-05-06,India,44.65
2004-05-07,India,44.66
2004-05-10,India,44.95
2004-05-11,India,45.35
2004-05-12,India,45.35
2004-05-13,India,45.25
2004-05-14,India,45.57
2004-05-17,India,45.5
2004-05-18,India,45.47
2004-05-19,India,45.18
2004-05-20,India,45.28
2004-05-21,India,45.28
2004-05-24,India,45.31
2004-05-25,India,45.36
2004-05-26,India,45.4
2004-05-27,India,45.4
2004-05-28,India,45.42
2004-05-31,India,
2004-06-01,India,45.43
2004-06-02,India,45.37
2004-06-03,India,45.22
2004-06-04,India,45.07
2004-06-07,India,45.1
2004-06-08,India,45.05
2004-06-09,India,44.94
2004-06-10,India,45.05
2004-06-11,India,45.09
2004-06-14,India,45.35
2004-06-15,India,45.38
2004-06-16,India,45.34
2004-06-17,India,45.49
2004-06-18,India,45.66
2004-06-21,India,45.88
2004-06-22,India,46.21
2004-06-23,India,45.7
2004-06-24,India,45.85
2004-06-25,India,45.85
2004-06-28,India,45.99
2004-06-29,India,46.05
2004-06-30,India,45.99
2004-07-01,India,45.88
2004-07-02,India,45.75
2004-07-05,India,
2004-07-06,India,46.05
2004-07-07,India,45.84
2004-07-08,India,45.75
2004-07-09,India,45.66
2004-07-12,India,45.72
2004-07-13,India,45.86
2004-07-14,India,45.95
2004-07-15,India,46.08
2004-07-16,India,45.96
2004-07-19,India,46.11
2004-07-20,India,46.1
2004-07-21,India,46.13
2004-07-22,India,46.3
2004-07-23,India,46.35
2004-07-26,India,46.28
2004-07-27,India,46.25
2004-07-28,India,46.3
2004-07-29,India,46.45
2004-07-30,India,46.4
2004-08-02,India,46.35
2004-08-03,India,46.35
2004-08-04,India,46.36
2004-08-05,India,46.35
2004-08-06,India,46.33
2004-08-09,India,46.4
2004-08-10,India,46.34
2004-08-11,India,46.32
2004-08-12,India,46.21
2004-08-13,India,46.27
2004-08-16,India,46.36
2004-08-17,India,46.34
2004-08-18,India,46.34
2004-08-19,India,46.27
2004-08-20,India,46.25
2004-08-23,India,46.26
2004-08-24,India,46.295
2004-08-25,India,46.36
2004-08-26,India,46.35
2004-08-27,India,46.28
2004-08-30,India,46.35
2004-08-31,India,46.35
2004-09-01,India,46.34
2004-09-02,India,46.32
2004-09-03,India,46.33
2004-09-06,India,
2004-09-07,India,46.35
2004-09-08,India,46.35
2004-09-09,India,46.3
2004-09-10,India,46.26
2004-09-13,India,46.18
2004-09-14,India,45.85
2004-09-15,India,45.81
2004-09-16,India,45.82
2004-09-17,India,45.84
2004-09-20,India,45.93
2004-09-21,India,45.86
2004-09-22,India,45.86
2004-09-23,India,45.87
2004-09-24,India,45.9
2004-09-27,India,45.97
2004-09-28,India,46.1
2004-09-29,India,46.0
2004-09-30,India,45.91
2004-10-01,India,45.85
2004-10-04,India,45.85
2004-10-05,India,45.86
2004-10-06,India,45.86
2004-10-07,India,45.86
2004-10-08,India,45.8
2004-10-11,India,
2004-10-12,India,45.87
2004-10-13,India,45.83
2004-10-14,India,45.81
2004-10-15,India,45.85
2004-10-18,India,45.83
2004-10-19,India,45.85
2004-10-20,India,45.7
2004-10-21,India,45.65
2004-10-22,India,45.62
2004-10-25,India,45.58
2004-10-26,India,45.66
2004-10-27,India,45.57
2004-10-28,India,45.51
2004-10-29,India,45.3
2004-11-01,India,45.33
2004-11-02,India,45.4
2004-11-03,India,45.33
2004-11-04,India,45.1
2004-11-05,India,45.1
2004-11-08,India,45.08
2004-11-09,India,45.12
2004-11-10,India,45.14
2004-11-11,India,
2004-11-12,India,45.04
2004-11-15,India,45.03
2004-11-16,India,45.01
2004-11-17,India,44.96
2004-11-18,India,45.0
2004-11-19,India,45.0
2004-11-22,India,44.97
2004-11-23,India,45.02
2004-11-24,India,44.94
2004-11-25,India,
2004-11-26,India,44.94
2004-11-29,India,44.67
2004-11-30,India,44.47
2004-12-01,India,44.3
2004-12-02,India,44.1
2004-12-03,India,44.0
2004-12-06,India,43.51
2004-12-07,India,43.6
2004-12-08,India,44.15
2004-12-09,India,44.12
2004-12-10,India,44.52
2004-12-13,India,44.15
2004-12-14,India,44.05
2004-12-15,India,43.86
2004-12-16,India,43.75
2004-12-17,India,43.88
2004-12-20,India,43.85
2004-12-21,India,43.66
2004-12-22,India,43.8
2004-12-23,India,43.61
2004-12-24,India,43.63
2004-12-27,India,43.75
2004-12-28,India,43.63
2004-12-29,India,43.67
2004-12-30,India,43.62
2004-12-31,India,43.27
2005-01-03,India,43.35
2005-01-04,India,43.47
2005-01-05,India,43.6
2005-01-06,India,43.75
2005-01-07,India,43.63
2005-01-10,India,43.82
2005-01-11,India,43.68
2005-01-12,India,43.53
2005-01-13,India,43.52
2005-01-14,India,43.55
2005-01-17,India,
2005-01-18,India,43.59
2005-01-19,India,43.61
2005-01-20,India,43.7
2005-01-21,India,43.64
2005-01-24,India,43.65
2005-01-25,India,43.65
2005-01-26,India,43.65
2005-01-27,India,43.65
2005-01-28,India,43.66
2005-01-31,India,43.6
2005-02-01,India,43.66
2005-02-02,India,43.28
2005-02-03,India,43.3
2005-02-04,India,43.34
2005-02-07,India,43.38
2005-02-08,India,43.58
2005-02-09,India,43.62
2005-02-10,India,43.68
2005-02-11,India,43.7
2005-02-14,India,43.64
2005-02-15,India,43.71
2005-02-16,India,43.65
2005-02-17,India,43.68
2005-02-18,India,43.73
2005-02-21,India,
2005-02-22,India,43.63
2005-02-23,India,43.61
2005-02-24,India,43.57
2005-02-25,India,43.61
2005-02-28,India,43.57
2005-03-01,India,43.58
2005-03-02,India,43.59
2005-03-03,India,43.58
2005-03-04,India,43.64
2005-03-07,India,43.58
2005-03-08,India,43.58
2005-03-09,India,43.55
2005-03-10,India,43.48
2005-03-11,India,43.45
2005-03-14,India,43.44
2005-03-15,India,43.46
2005-03-16,India,43.5
2005-03-17,India,43.55
2005-03-18,India,43.67
2005-03-21,India,43.61
2005-03-22,India,43.61
2005-03-23,India,43.66
2005-03-24,India,43.65
2005-03-25,India,43.62
2005-03-28,India,43.67
2005-03-29,India,43.7
2005-03-30,India,43.69
2005-03-31,India,43.62
2005-04-01,India,43.62
2005-04-04,India,43.68
2005-04-05,India,43.69
2005-04-06,India,43.72
2005-04-07,India,43.69
2005-04-08,India,43.66
2005-04-11,India,43.6
2005-04-12,India,43.62
2005-04-13,India,43.65
2005-04-14,India,43.64
2005-04-15,India,43.7
2005-04-18,India,43.62
2005-04-19,India,43.7
2005-04-20,India,43.58
2005-04-21,India,43.68
2005-04-22,India,43.66
2005-04-25,India,43.61
2005-04-26,India,43.6
2005-04-27,India,43.6
2005-04-28,India,43.68
2005-04-29,India,43.48
2005-05-02,India,43.46
2005-05-03,India,43.56
2005-05-04,India,43.4
2005-05-05,India,43.33
2005-05-06,India,43.35
2005-05-09,India,43.45
2005-05-10,India,43.36
2005-05-11,India,43.21
2005-05-12,India,43.3
2005-05-13,India,43.35
2005-05-16,India,43.38
2005-05-17,India,43.41
2005-05-18,India,43.43
2005-05-19,India,43.45
2005-05-20,India,43.34
2005-05-23,India,43.45
2005-05-24,India,43.45
2005-05-25,India,43.43
2005-05-26,India,43.46
2005-05-27,India,43.41
2005-05-30,India,
2005-05-31,India,43.62
2005-06-01,India,43.71
2005-06-02,India,43.64
2005-06-03,India,43.5
2005-06-06,India,43.58
2005-06-07,India,43.53
2005-06-08,India,43.46
2005-06-09,India,43.46
2005-06-10,India,43.48
2005-06-13,India,43.6
2005-06-14,India,43.57
2005-06-15,India,43.56
2005-06-16,India,43.55
2005-06-17,India,43.5
2005-06-20,India,43.53
2005-06-21,India,43.5
2005-06-22,India,43.45
2005-06-23,India,43.51
2005-06-24,India,43.5
2005-06-27,India,43.44
2005-06-28,India,43.46
2005-06-29,India,43.5
2005-06-30,India,43.51
2005-07-01,India,43.45
2005-07-04,India,
2005-07-05,India,43.55
2005-07-06,India,43.45
2005-07-07,India,43.59
2005-07-08,India,43.51
2005-07-11,India,43.51
2005-07-12,India,43.45
2005-07-13,India,43.46
2005-07-14,India,43.48
2005-07-15,India,43.45
2005-07-18,India,43.47
2005-07-19,India,43.48
2005-07-20,India,43.46
2005-07-21,India,43.05
2005-07-22,India,43.4
2005-07-25,India,43.45
2005-07-26,India,43.41
2005-07-27,India,43.34
2005-07-28,India,43.32
2005-07-29,India,43.4
2005-08-01,India,43.37
2005-08-02,India,43.41
2005-08-03,India,43.36
2005-08-04,India,43.43
2005-08-05,India,43.42
2005-08-08,India,43.44
2005-08-09,India,43.46
2005-08-10,India,43.54
2005-08-11,India,43.5
2005-08-12,India,43.48
2005-08-15,India,43.45
2005-08-16,India,43.45
2005-08-17,India,43.46
2005-08-18,India,43.5
2005-08-19,India,43.51
2005-08-22,India,43.58
2005-08-23,India,43.57
2005-08-24,India,43.69
2005-08-25,India,43.6
2005-08-26,India,43.6
2005-08-29,India,43.86
2005-08-30,India,43.97
2005-08-31,India,44.0
2005-09-01,India,43.94
2005-09-02,India,43.87
2005-09-05,India,
2005-09-06,India,43.82
2005-09-07,India,43.79
2005-09-08,India,43.78
2005-09-09,India,43.76
2005-09-12,India,43.75
2005-09-13,India,43.82
2005-09-14,India,43.83
2005-09-15,India,43.82
2005-09-16,India,43.81
2005-09-19,India,43.82
2005-09-20,India,43.82
2005-09-21,India,43.85
2005-09-22,India,43.8
2005-09-23,India,43.8
2005-09-26,India,43.86
2005-09-27,India,43.96
2005-09-28,India,43.98
2005-09-29,India,43.95
2005-09-30,India,43.94
2005-10-03,India,44.0
2005-10-04,India,44.1
2005-10-05,India,44.21
2005-10-06,India,44.18
2005-10-07,India,44.3
2005-10-10,India,
2005-10-11,India,44.78
2005-10-12,India,44.74
2005-10-13,India,44.88
2005-10-14,India,44.76
2005-10-17,India,44.81
2005-10-18,India,45.05
2005-10-19,India,45.1
2005-10-20,India,45.11
2005-10-21,India,45.01
2005-10-24,India,45.11
2005-10-25,India,44.96
2005-10-26,India,45.01
2005-10-27,India,44.94
2005-10-28,India,45.01
2005-10-31,India,45.09
2005-11-01,India,45.02
2005-11-02,India,45.18
2005-11-03,India,45.23
2005-11-04,India,45.43
2005-11-07,India,45.78
2005-11-08,India,45.72
2005-11-09,India,45.73
2005-11-10,India,45.69
2005-11-11,India,
2005-11-14,India,45.62
2005-11-15,India,45.61
2005-11-16,India,45.73
2005-11-17,India,45.67
2005-11-18,India,45.7
2005-11-21,India,45.7
2005-11-22,India,45.78
2005-11-23,India,45.71
2005-11-24,India,
2005-11-25,India,45.77
2005-11-28,India,45.85
2005-11-29,India,45.84
2005-11-30,India,45.87
2005-12-01,India,45.97
2005-12-02,India,46.11
2005-12-05,India,46.26
2005-12-06,India,46.13
2005-12-07,India,46.17
2005-12-08,India,46.18
2005-12-09,India,46.11
2005-12-12,India,46.0
2005-12-13,India,46.01
2005-12-14,India,45.63
2005-12-15,India,45.28
2005-12-16,India,45.19
2005-12-19,India,44.94
2005-12-20,India,45.14
2005-12-21,India,45.17
2005-12-22,India,45.14
2005-12-23,India,45.11
2005-12-26,India,
2005-12-27,India,45.17
2005-12-28,India,45.06
2005-12-29,India,45.11
2005-12-30,India,44.95
2006-01-02,India,
2006-01-03,India,44.92
2006-01-04,India,44.73
2006-01-05,India,44.6
2006-01-06,India,44.32
2006-01-09,India,44.2
2006-01-10,India,44.14
2006-01-11,India,43.89
2006-01-12,India,43.99
2006-01-13,India,44.1
2006-01-16,India,
2006-01-17,India,44.23
2006-01-18,India,44.29
2006-01-19,India,44.14
2006-01-20,India,44.1
2006-01-23,India,44.1
2006-01-24,India,44.19
2006-01-25,India,44.08
2006-01-26,India,44.0
2006-01-27,India,44.0
2006-01-30,India,44.04
2006-01-31,India,43.96
2006-02-01,India,44.13
